Distance,Speed,Lateral G,Longitudinal G
2570,145.149999,0.02251407,0.412955465
2574,146.699999,-0.17831868,0.422723475
2578,147.899999,-0.44305651,0.420281472
2582,149.149999,-0.69568151,0.461795514
2587,150.549999,-0.88017181,0.478889531
2591,151.449999,-1.02526250,0.278741726
2595,150.699999,-1.10468714,-0.134020950
2599,148.049999,-1.12970277,-0.516290726
2603,145.099999,-1.15721997,-0.686716791
2607,142.199999,-1.15721997,-0.771929824
2611,138.699999,-1.13595668,-0.863408521
2615,133.999999,-1.12469964,-0.931077694
2619,130.599999,-1.10218557,-0.931077694
2622,127.899999,-1.06966525,-0.926065163
2626,122.999999,-1.06903986,-0.933583960
2629,119.249999,-1.07967150,-0.948621554
2632,116.199999,-1.11031565,-0.884711779
2635,112.599999,-1.16535005,-0.828320802
2638,109.699999,-1.19224186,-0.744360902
2641,106.149999,-1.21663210,-0.654135338
2644,102.999999,-1.25790790,-0.630325814
2647,100.499999,-1.30918995,-0.582706766
2650,97.499999,-1.35546887,-0.571428571
2653,94.499999,-1.39862084,-0.536340852
2655,92.999999,-1.41675718,-0.452380952
2658,91.099999,-1.43989664,-0.367167919
2660,89.399999,-1.44052203,-0.294486215
2663,87.499999,-1.44302360,-0.295739348
2665,84.599999,-1.41488101,-0.279448621
2667,83.199999,-1.42426187,-0.278195488
2670,81.299999,-1.43739508,-0.264411027
2672,79.999999,-1.45115368,-0.255639097
2674,78.299999,-1.44865211,-0.258145363
2676,76.899999,-1.44489977,-0.210526315
2678,75.499999,-1.45177907,-0.167919799
2680,74.499999,-1.44927750,-0.150375939
2682,73.299999,-1.47804548,-0.151629072
2685,71.899999,-1.46803923,-0.140350877
2686,70.599999,-1.46741384,-0.135338345
2688,69.499999,-1.45615680,-0.141604010
2690,67.999999,-1.46178532,-0.137844611
2692,67.449999,-1.45678219,-0.080200501
2694,66.399999,-1.45240446,0.012467065
2696,65.899999,-1.42363648,0.086273375
2698,65.599999,-1.39737006,0.114902641
2700,65.299999,-1.35859583,0.171100829
2701,64.999999,-1.31356769,0.260330313
2703,65.699999,-1.31106612,0.312833365
2705,66.299999,-1.29167900,0.339695392
2707,67.099999,-1.28042197,0.375104427
2709,67.549999,-1.26166024,0.405629458
2711,68.499999,-1.20600046,0.409292461
2713,69.399999,-1.18161021,0.414176466
2714,69.799999,-1.15596919,0.511856564
2716,70.499999,-1.16847700,0.647387699
2718,72.199999,-1.16972778,0.688901741
2721,74.299999,-1.13783285,0.660818713
2723,76.299999,-1.12032191,0.624188676
2725,78.349999,-1.06778907,0.627851680
2727,79.749999,-1.03589414,0.674249726
2729,81.349999,-1.03276719,0.704774757
2732,83.999999,-1.00524999,0.731636784
2734,85.799999,-0.96334880,0.753614806
2736,87.899999,-0.93145387,0.730415782
2739,89.299999,-0.89017807,0.709658762
2741,91.949999,-0.86391165,0.727973780
2744,94.499999,-0.89455580,0.715763768
2747,95.799999,-0.89705737,0.724310776
2749,98.599999,-0.90018432,0.707216759
2752,100.699999,-0.87329251,0.515519568
2755,101.199999,-0.82826437,0.537497590
2758,103.249999,-0.79199170,0.674249726
2761,105.499999,-0.73508113,0.614420667
2763,106.549999,-0.66566275,0.615641668
2766,108.999999,-0.60374905,0.622967675
2770,110.299999,-0.51807050,0.599768652
2773,112.699999,-0.40737632,0.593663646
2776,114.449999,-0.34233567,0.519182571
2779,115.399999,-0.27479345,0.503309555
2782,117.549999,-0.22851453,0.579011631
2786,119.799999,-0.21849181,0.542381594
2789,121.099999,-0.18169250,0.480110532
2792,122.699999,-0.10053981,0.505751558
2796,124.099999,-0.00738949,0.481331534
2799,125.799999,0.09242619,0.443480496
2803,127.199999,0.23234916,0.405629458
2806,128.899999,0.40372272,0.353126405
2810,130.549999,0.56611039,0.277424330
2814,131.599999,0.76765083,0.175920570
2817,131.899999,0.90885750,0.009639483
2821,132.199999,0.95442875,-0.274436090
2824,130.449999,1.03658536,-0.601503759
2828,127.099999,1.04813863,-0.804511278
2832,125.899999,1.11810012,-0.781954887
2835,123.649999,1.19704749,-0.692982456
2838,121.799999,1.21052631,-0.694235588
2842,118.099999,1.26636713,-0.793233082
2845,115.999999,1.24775353,-0.868421052
2848,114.299999,1.24454428,-0.807017543
2851,112.399999,1.26315789,-0.691729323
2854,109.299999,1.23620025,-0.695488721
2857,107.399999,1.26508344,-0.784461152
2860,105.499999,1.24390243,-0.780701754
2863,103.799999,1.28177150,-0.642857142
2866,102.899999,1.27342747,-0.472431077
2869,101.099999,1.29845956,-0.417293233
2872,98.699999,1.34852374,-0.552631579
2874,96.499999,1.39473684,-0.746867167
2877,95.199999,1.48010269,-0.725563909
2880,94.199999,1.52182284,-0.567669172
2882,93.299999,1.54300384,-0.454887218
2885,92.099999,1.51861360,-0.422305764
2887,90.649999,1.50320924,-0.416040100
2890,89.399999,1.43581515,-0.409774436
2892,88.399999,1.38061617,-0.372180451
2895,87.599999,1.36071887,-0.334586466
2897,86.299999,1.35109114,-0.355889724
2900,85.499999,1.39024390,-0.401002506
2902,83.849999,1.43003851,-0.428571428
2904,83.099999,1.45186136,-0.422305764
2907,81.999999,1.44929397,-0.370927318
2909,81.599999,1.43774069,-0.270676691
2911,81.299999,1.42747112,-0.181704260
2913,81.099999,1.40372272,-0.091478696
2916,81.399999,1.40693196,-0.015037594
2918,81.599999,1.39152760,0.031296189
2920,82.399999,1.38639281,0.103335261
2922,83.199999,1.34338896,0.167534220
2925,84.699999,1.24518613,0.216374269
2927,86.199999,1.23491656,0.260330313
2930,86.099999,1.22978177,0.223700276
2932,86.599999,1.24646983,0.209048261
2934,87.699999,1.29717586,0.250562303
2937,88.799999,1.24646983,0.285971338
2939,91.349999,1.20346598,0.342137394
2942,93.099999,1.18549422,0.371441423
2945,94.299999,1.17073170,0.364115416
2947,96.299999,1.21630295,0.381209433
2950,98.299999,1.23106546,0.373883426
2953,99.799999,1.25481386,0.368999421
2955,101.849999,1.29268292,0.366557419
2958,103.799999,1.24326059,0.355568408
2961,105.199999,1.25609756,0.372662425
2964,106.799999,1.26700898,0.348242400
2967,108.599999,1.26765083,0.337253389
2970,110.649999,1.28626444,0.366557419
2973,111.899999,1.29204107,0.347021399
2976,113.399999,1.26957638,0.323822376
2980,115.099999,1.21309370,0.348242400
2983,116.999999,1.21501925,0.368999421
2986,117.849999,1.19704749,0.304286357
2989,119.799999,1.13157894,0.321380373
2993,121.749999,1.10269576,0.386093438
2996,121.999999,1.09820282,0.327485380
3000,124.199999,1.05840821,0.309170361
3003,126.349999,1.08087291,0.229226913
3007,126.499999,1.09948651,0.179165863
3010,128.099999,1.12259306,0.282308334
3014,130.099999,1.17907573,0.316496369
3017,131.249999,1.19383825,0.283529336
3021,132.399999,1.20795892,0.276203328
3025,133.799999,1.17715019,0.276203328
3028,135.199999,1.13029524,0.271319323
3032,136.999999,1.09242618,0.279866332
3036,138.199999,1.04172015,0.284750337
3040,139.549999,1.00513478,0.289634342
3044,140.799999,0.92939666,0.287192339
3048,142.149999,0.86328626,0.282308335
3052,143.599999,0.83953787,0.274982327
3056,144.999999,0.79974326,0.273761326
3060,146.799999,0.81578947,0.274982327
3064,147.499999,0.82220796,0.260330313
3068,149.599999,0.79525032,0.256667309
3072,150.699999,0.79525032,0.263993316
3076,151.999999,0.75288831,0.274982327
3081,153.499999,0.74005134,0.277424330
3085,154.949999,0.72528883,0.271319323
3089,156.449999,0.68228497,0.276203328
3094,157.849999,0.63157894,0.284750337
3098,159.049999,0.55391527,0.285971338
3103,160.399999,0.48459563,0.268877321
3107,161.399999,0.43902439,0.214928346
3111,162.199999,0.38446726,0.224696356
3116,163.699999,0.32991014,0.272540325
3121,164.299999,0.26636713,0.245678298
3125,165.599999,0.19127085,0.274982327
3130,167.099999,0.12195121,0.314054366
3134,168.099999,0.09114248,0.294518347
3139,169.349999,0.06418484,0.265214317
3144,169.699999,0.08215660,0.282308334
3149,171.699999,0.11553273,0.288413341
3153,172.799999,0.13029524,0.249341302
3158,173.449999,0.12644415,0.259109311
3163,174.699999,0.10462130,0.298181351
3168,176.099999,0.10462130,0.270098322
3173,176.899999,0.11810012,0.256667309
3178,177.799999,0.16495506,0.265214318
3183,178.999999,0.20218228,0.250562303
3188,179.799999,0.20474967,0.227363280
3193,180.699999,0.18421052,0.244457297
3198,181.699999,0.13799743,0.256667309
3203,182.499999,0.11103979,0.254225306
3208,183.749999,0.08600769,0.255446308
3213,184.499999,0.06290115,0.256667309
3218,185.349999,0.06675224,0.256667309
3223,185.999999,0.06225930,0.251783304
3228,187.099999,0.04942233,0.248120300
3234,188.099999,0.04428754,0.240794293
3239,188.799999,0.03080872,0.261551314
3244,189.899999,0.02503209,0.245678298
3249,190.499999,0.02439024,0.234689287
3255,191.749999,0.02567393,0.248120300
3260,192.499999,0.02695763,0.229741019
3265,193.049999,0.03786906,0.104941842
3271,192.299999,0.05006418,0.109729452
